<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.16	1.06885	1.07219	1.06541	1.06715	67417	0	10
2023.02.17	1.06717	1.06979	1.06125	1.06939	65895	0	10
2023.02.20	1.06865	1.07041	1.06699	1.06840	39362	0	10
2023.02.21	1.06840	1.06977	1.06370	1.06449	67784	0	10
2023.02.22	1.06430	1.06636	1.05987	1.06028	67201	0	10
2023.02.23	1.06017	1.06273	1.05767	1.05959	56028	0	10
2023.02.24	1.05958	1.06139	1.05357	1.05457	59848	0	10
2023.02.27	1.05443	1.06192	1.05326	1.06080	48156	0	10
2023.02.28	1.06073	1.06447	1.05728	1.05741	50110	0	10
2023.03.01	1.05738	1.06910	1.05649	1.06656	61174	0	10
2023.03.02	1.06655	1.06724	1.05760	1.05955	57776	0	10
2023.03.03	1.05955	1.06382	1.05879	1.06348	47199	0	10
2023.03.06	1.06268	1.06940	1.06218	1.06781	44426	0	10
2023.03.07	1.06781	1.06939	1.05456	1.05476	58408	0	10
2023.03.08	1.05477	1.05734	1.05241	1.05427	49116	0	10
2023.03.09	1.05425	1.05907	1.05364	1.05785	46461	0	10
2023.03.10	1.05767	1.07002	1.05736	1.06422	78109	0	10
2023.03.13	1.06836	1.07481	1.06499	1.07303	103289	0	10
2023.03.14	1.07310	1.07491	1.06785	1.07322	79747	0	10
2023.03.15	1.07321	1.07594	1.05156	1.05763	86244	0	10
2023.03.16	1.05763	1.06351	1.05505	1.06067	81609	0	10
2023.03.17	1.06067	1.06848	1.06053	1.06664	61836	0	10
2023.03.20	1.06878	1.07304	1.06309	1.07224	65934	0	10
2023.03.21	1.07226	1.07879	1.07035	1.07690	47569	0	10
2023.03.22	1.07691	1.09118	1.07586	1.08549	53670	0	10
2023.03.23	1.08549	1.09292	1.08241	1.08265	59985	0	10
2023.03.24	1.08270	1.08375	1.07130	1.07581	67030	0	10
2023.03.27	1.07744	1.07995	1.07446	1.07965	60657	0	10
2023.03.28	1.07954	1.08482	1.07933	1.08438	56407	0	10
2023.03.29	1.08441	1.08707	1.08175	1.08431	51428	0	10
2023.03.30	1.08430	1.09258	1.08234	1.09039	51161	0	10
2023.03.31	1.09039	1.09252	1.08357	1.08357	52112	0	10
2023.04.03	1.08383	1.09161	1.07877	1.08914	66747	0	10
2023.04.04	1.08927	1.09728	1.08823	1.09495	55297	0	10
2023.04.05	1.09484	1.09691	1.08906	1.09005	54084	0	10
2023.04.06	1.09005	1.09372	1.08842	1.09187	55292	0	9
2023.04.07	1.09186	1.09236	1.08762	1.08963	23099	0	10
2023.04.10	1.08937	1.09169	1.08309	1.08576	36409	0	10
2023.04.11	1.08574	1.09276	1.08531	1.09099	52637	0	10
2023.04.12	1.09096	1.09998	1.09080	1.09899	42303	0	10
2023.04.13	1.09899	1.10672	1.09765	1.10450	40718	0	10
2023.04.14	1.10450	1.10754	1.09720	1.09854	43776	0	10
2023.04.17	1.09873	1.09993	1.09087	1.09217	41487	0	10
2023.04.18	1.09210	1.09825	1.09192	1.09703	39022	0	10
2023.04.19	1.09700	1.09836	1.09168	1.09526	40771	0	10
2023.04.20	1.09526	1.09892	1.09331	1.09666	41125	0	10
2023.04.21	1.09666	1.09933	1.09377	1.09878	40768	0	10
2023.04.24	1.09898	1.10497	1.09655	1.10442	37898	0	10
2023.04.25	1.10439	1.10666	1.09637	1.09705	44073	0	10
2023.04.26	1.09705	1.10946	1.09653	1.10386	52025	0	10
2023.04.27	1.10384	1.10630	1.09917	1.10265	47274	0	10
2023.04.28	1.10208	1.10445	1.09621	1.10124	56148	0	10
2023.05.01	1.10220	1.10351	1.09640	1.09708	39121	0	10
2023.05.02	1.09704	1.10075	1.09417	1.09980	47553	0	10
2023.05.03	1.09980	1.10907	1.09961	1.10580	49015	0	10
2023.05.04	1.10577	1.10909	1.09857	1.10104	58858	0	10
2023.05.05	1.10093	1.10473	1.09663	1.10150	43540	0	10
2023.05.08	1.10217	1.10532	1.09997	1.10020	34449	0	10
2023.05.09	1.10012	1.10043	1.09407	1.09586	38789	0	10
2023.05.10	1.09586	1.10063	1.09411	1.09800	43793	0	10
2023.05.11	1.09799	1.09976	1.08997	1.09139	48651	0	10
2023.05.12	1.09140	1.09350	1.08458	1.08458	40817	0	10
2023.05.15	1.08596	1.08903	1.08451	1.08728	34981	0	10
2023.05.16	1.08731	1.09042	1.08545	1.08600	39178	0	10
2023.05.17	1.08592	1.08731	1.08098	1.08378	40798	0	10
2023.05.18	1.08378	1.08475	1.07620	1.07684	38331	0	10
2023.05.19	1.07684	1.08284	1.07596	1.08048	44707	0	10
2023.05.22	1.08030	1.08308	1.07951	1.08111	40569	0	10
2023.05.23	1.08117	1.08201	1.07599	1.07678	43370	0	10
2023.05.24	1.07679	1.08008	1.07477	1.07479	47082	0	10
2023.05.25	1.07479	1.07563	1.07069	1.07238	44841	0	10
2023.05.26	1.07227	1.07582	1.07014	1.07196	42557	0	10
2023.05.29	1.07132	1.07430	1.07053	1.07057	20498	0	10
2023.05.30	1.07057	1.07462	1.06721	1.07328	44782	0	10
2023.05.31	1.07278	1.07352	1.06347	1.06876	49213	0	10
2023.06.01	1.06876	1.07680	1.06614	1.07606	45683	0	10
2023.06.02	1.07606	1.07785	1.07049	1.07059	41213	0	10
2023.06.05	1.07102	1.07219	1.06741	1.07115	37518	0	10
2023.06.06	1.07116	1.07324	1.06666	1.06912	37922	0	10
2023.06.07	1.06912	1.07393	1.06679	1.06970	38587	0	10
2023.06.08	1.06969	1.07865	1.06917	1.07806	39036	0	10
2023.06.09	1.07802	1.07846	1.07425	1.07466	35608	0	10
2023.06.12	1.07457	1.07896	1.07327	1.07557	34667	0	10
2023.06.13	1.07541	1.08231	1.07527	1.07918	44305	0	10
2023.06.14	1.07917	1.08636	1.07737	1.08233	43197	0	10
2023.06.15	1.08247	1.09521	1.08033	1.09433	45539	0	10
2023.06.16	1.09423	1.09702	1.09176	1.09346	40736	0	10
2023.06.19	1.09385	1.09459	1.09066	1.09201	29284	0	10
2023.06.20	1.09201	1.09458	1.08920	1.09165	42521	0	10
2023.06.21	1.09164	1.09903	1.09057	1.09845	45077	0	10
2023.06.22	1.09847	1.10117	1.09481	1.09542	43402	0	10
2023.06.23	1.09543	1.09583	1.08440	1.08851	46546	0	10
2023.06.26	1.09001	1.09196	1.08870	1.09011	37239	0	10
2023.06.27	1.09009	1.09762	1.09008	1.09556	43385	0	10
2023.06.28	1.09529	1.09622	1.08966	1.09080	43678	0	10
2023.06.29	1.09080	1.09409	1.08579	1.08589	45124	0	10
2023.06.30	1.08587	1.09313	1.08349	1.09029	44605	0	10
2023.07.03	1.09057	1.09334	1.08698	1.09058	36743	0	10
2023.07.04	1.09055	1.09159	1.08722	1.08741	24997	0	10
2023.07.05	1.08757	1.09074	1.08484	1.08491	39250	0	10
2023.07.06	1.08491	1.09000	1.08333	1.08837	48956	0	10
2023.07.07	1.08823	1.09728	1.08666	1.09595	46008	0	10
2023.07.10	1.09543	1.10010	1.09431	1.09964	40813	0	10
2023.07.11	1.09963	1.10263	1.09766	1.10035	38982	0	10
2023.07.12	1.10030	1.11399	1.09964	1.11250	49403	0	10
2023.07.13	1.11247	1.12274	1.11194	1.12210	47691	0	10
2023.07.14	1.12211	1.12445	1.12038	1.12176	47898	0	10
2023.07.17	1.12251	1.12484	1.12030	1.12266	37148	0	10
2023.07.18	1.12286	1.12753	1.12085	1.12234	50572	0	10
2023.07.19	1.12228	1.12397	1.11740	1.11929	48827	0	10
2023.07.20	1.11931	1.12286	1.11180	1.11247	46889	0	10
2023.07.21	1.11248	1.11445	1.11074	1.11209	43747	0	10
2023.07.24	1.11178	1.11465	1.10587	1.10595	46949	0	10
2023.07.25	1.10589	1.10864	1.10203	1.10436	42364	0	10
2023.07.26	1.10437	1.11063	1.10373	1.10809	51042	0	10
2023.07.27	1.10723	1.11492	1.09655	1.09718	60939	0	10
2023.07.28	1.09722	1.10470	1.09432	1.10088	63562	0	10
2023.07.31	1.10150	1.10454	1.09913	1.09920	47777	0	10
2023.08.01	1.09916	1.10025	1.09519	1.09795	44173	0	10
2023.08.02	1.09769	1.10192	1.09176	1.09331	55204	0	10
2023.08.03	1.09328	1.09624	1.09119	1.09441	53454	0	10
2023.08.04	1.09436	1.10414	1.09347	1.10001	49921	0	10
2023.08.07	1.10064	1.10137	1.09650	1.09973	38572	0	10
2023.08.08	1.09976	1.10106	1.09286	1.09513	45014	0	10
2023.08.09	1.09498	1.09949	1.09449	1.09689	41347	0	10
2023.08.10	1.09686	1.10643	1.09669	1.09760	51021	0	10
2023.08.11	1.09759	1.10046	1.09390	1.09390	45311	0	10
2023.08.14	1.09435	1.09597	1.08743	1.09006	47361	0	10
2023.08.15	1.08999	1.09519	1.08968	1.08975	52884	0	10
2023.08.16	1.08969	1.09341	1.08712	1.08743	52282	0	10
2023.08.17	1.08743	1.09178	1.08560	1.08672	53078	0	10
2023.08.18	1.08671	1.08933	1.08445	1.08635	47590	0	10
2023.08.21	1.08618	1.09132	1.08607	1.08863	42191	0	10
2023.08.22	1.08860	1.09299	1.08324	1.08404	41926	0	10
2023.08.23	1.08406	1.08709	1.08020	1.08584	46981	0	10
2023.08.24	1.08579	1.08761	1.08047	1.08053	43076	0	10
2023.08.25	1.08053	1.08411	1.07653	1.07897	48386	0	10
2023.08.28	1.07910	1.08215	1.07894	1.08140	38072	0	10
2023.08.29	1.08140	1.08915	1.07818	1.08749	46365	0	10
2023.08.30	1.08732	1.09450	1.08548	1.09184	46556	0	10
2023.08.31	1.09157	1.09391	1.08347	1.08385	44384	0	10
